Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
CLT,"Charlotte, NC: Charlotte Douglas International",2013/10,October,2013,462,662,636
DCA,"Washington, DC: Ronald Reagan Washington National",2013/10,October,2013,250,218,241
DEN,"Denver, CO: Denver International",2013/10,October,2013,798,1295,1304
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/10,October,2013,773,1647,1271
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/10,October,2013,375,500,348
EWR,"Newark, NJ: Newark Liberty International",2013/10,October,2013,320,571,1140
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/10,October,2013,210,177,139
IAD,"Washington, DC: Washington Dulles International",2013/10,October,2013,238,440,222
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/10,October,2013,546,849,903
JFK,"New York, NY: John F. Kennedy International",2013/10,October,2013,307,333,664
LAS,"Las Vegas, NV: McCarran International",2013/10,October,2013,600,925,788
LAX,"Los Angeles, CA: Los Angeles International",2013/10,October,2013,875,1227,1124
LGA,"New York, NY: LaGuardia",2013/10,October,2013,342,412,1030
MCO,"Orlando, FL: Orlando International",2013/10,October,2013,389,360,278
MDW,"Chicago, IL: Chicago Midway International",2013/10,October,2013,401,562,432
MIA,"Miami, FL: Miami International",2013/10,October,2013,217,230,139
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/10,October,2013,403,492,495
ORD,"Chicago, IL: Chicago O'Hare International",2013/10,October,2013,888,1829,1719
PDX,"Portland, OR: Portland International",2013/10,October,2013,196,255,132
PHL,"Philadelphia, PA: Philadelphia International",2013/10,October,2013,292,223,585
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/10,October,2013,692,858,692
SAN,"San Diego, CA: San Diego International",2013/10,October,2013,385,484,345
SEA,"Seattle, WA: Seattle/Tacoma International",2013/10,October,2013,306,325,327
SFO,"San Francisco, CA: San Francisco International",2013/10,October,2013,565,912,1325
SLC,"Salt Lake City, UT: Salt Lake City International",2013/10,October,2013,282,385,219
TPA,"Tampa, FL: Tampa International",2013/10,October,2013,282,278,159
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/11,November,2013,1044,1680,1900
BOS,"Boston, MA: Logan International",2013/11,November,2013,382,386,249
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/11,November,2013,408,607,211
CLT,"Charlotte, NC: Charlotte Douglas International",2013/11,November,2013,463,779,667
DCA,"Washington, DC: Ronald Reagan Washington National",2013/11,November,2013,259,219,189
DEN,"Denver, CO: Denver International",2013/11,November,2013,745,1163,884
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/11,November,2013,787,1338,937
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/11,November,2013,373,507,388
EWR,"Newark, NJ: Newark Liberty International",2013/11,November,2013,357,528,691
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/11,November,2013,314,250,292
IAD,"Washington, DC: Washington Dulles International",2013/11,November,2013,234,403,238
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/11,November,2013,517,962,661
JFK,"New York, NY: John F. Kennedy International",2013/11,November,2013,332,319,576
LAS,"Las Vegas, NV: McCarran International",2013/11,November,2013,476,667,791
LAX,"Los Angeles, CA: Los Angeles International",2013/11,November,2013,776,964,953
LGA,"New York, NY: LaGuardia",2013/11,November,2013,318,440,1003
MCO,"Orlando, FL: Orlando International",2013/11,November,2013,415,430,388
MDW,"Chicago, IL: Chicago Midway International",2013/11,November,2013,387,553,398
MIA,"Miami, FL: Miami International",2013/11,November,2013,248,238,227
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/11,November,2013,388,477,404
ORD,"Chicago, IL: Chicago O'Hare International",2013/11,November,2013,825,1446,1698
PDX,"Portland, OR: Portland International",2013/11,November,2013,216,263,149
PHL,"Philadelphia, PA: Philadelphia International",2013/11,November,2013,295,273,447
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/11,November,2013,608,696,533
SAN,"San Diego, CA: San Diego International",2013/11,November,2013,347,407,246
SEA,"Seattle, WA: Seattle/Tacoma International",2013/11,November,2013,327,352,308
SFO,"San Francisco, CA: San Francisco International",2013/11,November,2013,522,742,975
SLC,"Salt Lake City, UT: Salt Lake City International",2013/11,November,2013,288,324,183
TPA,"Tampa, FL: Tampa International",2013/11,November,2013,304,344,199
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013/12,December,2013,1782,2782,2739
BOS,"Boston, MA: Logan International",2013/12,December,2013,669,912,588
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/12,December,2013,694,1340,404
CLT,"Charlotte, NC: Charlotte Douglas International",2013/12,December,2013,673,959,1144
DCA,"Washington, DC: Ronald Reagan Washington National",2013/12,December,2013,403,412,322
DEN,"Denver, CO: Denver International",2013/12,December,2013,1627,2639,1996
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/12,December,2013,1090,2147,1607
DTW,"Detroit, MI: Detroit Metro Wayne County",2013/12,December,2013,647,1079,693
EWR,"Newark, NJ: Newark Liberty International",2013/12,December,2013,614,1016,1229
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013/12,December,2013,666,657,838
IAD,"Washington, DC: Washington Dulles International",2013/12,December,2013,394,634,288
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013/12,December,2013,971,1471,1136
JFK,"New York, NY: John F. Kennedy International",2013/12,December,2013,621,908,884
LAS,"Las Vegas, NV: McCarran International",2013/12,December,2013,1006,1624,788
LAX,"Los Angeles, CA: Los Angeles International",2013/12,December,2013,1364,1943,1391
LGA,"New York, NY: LaGuardia",2013/12,December,2013,558,848,949
MCO,"Orlando, FL: Orlando International",2013/12,December,2013,973,989,893
MDW,"Chicago, IL: Chicago Midway International",2013/12,December,2013,710,1283,813
MIA,"Miami, FL: Miami International",2013/12,December,2013,472,473,457
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013/12,December,2013,692,1240,982
ORD,"Chicago, IL: Chicago O'Hare International",2013/12,December,2013,1416,2777,3025
PDX,"Portland, OR: Portland International",2013/12,December,2013,453,553,352
PHL,"Philadelphia, PA: Philadelphia International",2013/12,December,2013,437,439,597
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013/12,December,2013,1117,1405,1084
SAN,"San Diego, CA: San Diego International",2013/12,December,2013,552,804,352
SEA,"Seattle, WA: Seattle/Tacoma International",2013/12,December,2013,668,602,671
SFO,"San Francisco, CA: San Francisco International",2013/12,December,2013,885,1137,954
SLC,"Salt Lake City, UT: Salt Lake City International",2013/12,December,2013,587,893,670
TPA,"Tampa, FL: Tampa International",2013/12,December,2013,620,749,464
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/01,January,2014,1801,2983,2434
BOS,"Boston, MA: Logan International",2014/01,January,2014,633,721,348
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/01,January,2014,652,923,425
CLT,"Charlotte, NC: Charlotte Douglas International",2014/01,January,2014,579,582,723
DCA,"Washington, DC: Ronald Reagan Washington National",2014/01,January,2014,425,453,333
DEN,"Denver, CO: Denver International",2014/01,January,2014,1273,2079,1693
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/01,January,2014,1008,1871,1120
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/01,January,2014,576,724,476
EWR,"Newark, NJ: Newark Liberty International",2014/01,January,2014,625,934,781
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/01,January,2014,615,590,964
IAD,"Washington, DC: Washington Dulles International",2014/01,January,2014,349,567,229
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/01,January,2014,874,1360,795
JFK,"New York, NY: John F. Kennedy International",2014/01,January,2014,582,764,619
LAS,"Las Vegas, NV: McCarran International",2014/01,January,2014,897,1282,521
LAX,"Los Angeles, CA: Los Angeles International",2014/01,January,2014,1179,1636,896
LGA,"New York, NY: LaGuardia",2014/01,January,2014,611,775,662
MCO,"Orlando, FL: Orlando International",2014/01,January,2014,935,922,911
MDW,"Chicago, IL: Chicago Midway International",2014/01,January,2014,480,659,590
MIA,"Miami, FL: Miami International",2014/01,January,2014,443,475,525
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/01,January,2014,563,721,565
ORD,"Chicago, IL: Chicago O'Hare International",2014/01,January,2014,1193,2301,2771
PDX,"Portland, OR: Portland International",2014/01,January,2014,317,385,230
PHL,"Philadelphia, PA: Philadelphia International",2014/01,January,2014,392,384,654
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/01,January,2014,900,1067,485
SAN,"San Diego, CA: San Diego International",2014/01,January,2014,509,684,278
SEA,"Seattle, WA: Seattle/Tacoma International",2014/01,January,2014,490,511,426
SFO,"San Francisco, CA: San Francisco International",2014/01,January,2014,819,1195,1161
SLC,"Salt Lake City, UT: Salt Lake City International",2014/01,January,2014,476,650,443
TPA,"Tampa, FL: Tampa International",2014/01,January,2014,575,566,513
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/02,Febuary,2014,1195,1960,1539
BOS,"Boston, MA: Logan International",2014/02,Febuary,2014,457,646,407
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/02,Febuary,2014,392,628,235
CLT,"Charlotte, NC: Charlotte Douglas International",2014/02,Febuary,2014,474,513,598
DCA,"Washington, DC: Ronald Reagan Washington National",2014/02,Febuary,2014,322,362,283
DEN,"Denver, CO: Denver International",2014/02,Febuary,2014,1049,1790,1562
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/02,Febuary,2014,890,1854,1279
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/02,Febuary,2014,390,551,335
EWR,"Newark, NJ: Newark Liberty International",2014/02,Febuary,2014,444,783,544
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/02,Febuary,2014,462,469,657
IAD,"Washington, DC: Washington Dulles International",2014/02,Febuary,2014,221,438,137
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/02,Febuary,2014,813,1443,964
JFK,"New York, NY: John F. Kennedy International",2014/02,Febuary,2014,397,693,523
LAS,"Las Vegas, NV: McCarran International",2014/02,Febuary,2014,693,1114,816
LAX,"Los Angeles, CA: Los Angeles International",2014/02,Febuary,2014,1080,1683,1531
LGA,"New York, NY: LaGuardia",2014/02,Febuary,2014,422,536,664
MCO,"Orlando, FL: Orlando International",2014/02,Febuary,2014,722,660,730
MDW,"Chicago, IL: Chicago Midway International",2014/02,Febuary,2014,363,599,375
MIA,"Miami, FL: Miami International",2014/02,Febuary,2014,327,327,371
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/02,Febuary,2014,401,515,431
ORD,"Chicago, IL: Chicago O'Hare International",2014/02,Febuary,2014,1084,2041,2078
PDX,"Portland, OR: Portland International",2014/02,Febuary,2014,290,368,357
PHL,"Philadelphia, PA: Philadelphia International",2014/02,Febuary,2014,350,346,497
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/02,Febuary,2014,751,897,623
SAN,"San Diego, CA: San Diego International",2014/02,Febuary,2014,469,638,363
SEA,"Seattle, WA: Seattle/Tacoma International",2014/02,Febuary,2014,416,499,589
SFO,"San Francisco, CA: San Francisco International",2014/02,Febuary,2014,716,1174,2468
SLC,"Salt Lake City, UT: Salt Lake City International",2014/02,Febuary,2014,432,481,340
TPA,"Tampa, FL: Tampa International",2014/02,Febuary,2014,434,408,403
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/03,March,2014,1432,2473,1975
BOS,"Boston, MA: Logan International",2014/03,March,2014,502,654,410
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/03,March,2014,502,847,287
CLT,"Charlotte, NC: Charlotte Douglas International",2014/03,March,2014,529,494,505
DCA,"Washington, DC: Ronald Reagan Washington National",2014/03,March,2014,346,346,392
DEN,"Denver, CO: Denver International",2014/03,March,2014,978,1749,1305
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/03,March,2014,938,1746,1449
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/03,March,2014,419,556,381
EWR,"Newark, NJ: Newark Liberty International",2014/03,March,2014,462,687,786
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/03,March,2014,433,491,829
IAD,"Washington, DC: Washington Dulles International",2014/03,March,2014,265,478,208
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/03,March,2014,793,1212,800
JFK,"New York, NY: John F. Kennedy International",2014/03,March,2014,404,487,556
LAS,"Las Vegas, NV: McCarran International",2014/03,March,2014,775,1202,569
LAX,"Los Angeles, CA: Los Angeles International",2014/03,March,2014,1037,1536,1390
LGA,"New York, NY: LaGuardia",2014/03,March,2014,487,534,893
MCO,"Orlando, FL: Orlando International",2014/03,March,2014,669,737,721
MDW,"Chicago, IL: Chicago Midway International",2014/03,March,2014,458,810,340
MIA,"Miami, FL: Miami International",2014/03,March,2014,284,370,456
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/03,March,2014,435,503,402
ORD,"Chicago, IL: Chicago O'Hare International",2014/03,March,2014,1028,1998,2168
PDX,"Portland, OR: Portland International",2014/03,March,2014,259,387,190
PHL,"Philadelphia, PA: Philadelphia International",2014/03,March,2014,404,377,601
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/03,March,2014,813,1095,675
SAN,"San Diego, CA: San Diego International",2014/03,March,2014,436,618,254
SEA,"Seattle, WA: Seattle/Tacoma International",2014/03,March,2014,457,495,330
SFO,"San Francisco, CA: San Francisco International",2014/03,March,2014,704,1185,1372
SLC,"Salt Lake City, UT: Salt Lake City International",2014/03,March,2014,409,530,291
TPA,"Tampa, FL: Tampa International",2014/03,March,2014,494,557,400
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/04,April,2014,1177,2128,1826
BOS,"Boston, MA: Logan International",2014/04,April,2014,421,665,422
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/04,April,2014,431,783,276
CLT,"Charlotte, NC: Charlotte Douglas International",2014/04,April,2014,378,484,544
DCA,"Washington, DC: Ronald Reagan Washington National",2014/04,April,2014,303,313,363
DEN,"Denver, CO: Denver International",2014/04,April,2014,821,1364,831
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/04,April,2014,801,1579,1393
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/04,April,2014,339,484,229
EWR,"Newark, NJ: Newark Liberty International",2014/04,April,2014,339,594,1774
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/04,April,2014,371,392,546
IAD,"Washington, DC: Washington Dulles International",2014/04,April,2014,220,417,238
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/04,April,2014,539,908,874
JFK,"New York, NY: John F. Kennedy International",2014/04,April,2014,352,470,821
LAS,"Las Vegas, NV: McCarran International",2014/04,April,2014,650,1152,541
LAX,"Los Angeles, CA: Los Angeles International",2014/04,April,2014,888,1388,1264
LGA,"New York, NY: LaGuardia",2014/04,April,2014,382,511,940
MCO,"Orlando, FL: Orlando International",2014/04,April,2014,624,602,637
MDW,"Chicago, IL: Chicago Midway International",2014/04,April,2014,467,787,300
MIA,"Miami, FL: Miami International",2014/04,April,2014,299,318,366
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/04,April,2014,356,458,400
ORD,"Chicago, IL: Chicago O'Hare International",2014/04,April,2014,855,1866,2615
PDX,"Portland, OR: Portland International",2014/04,April,2014,200,326,142
PHL,"Philadelphia, PA: Philadelphia International",2014/04,April,2014,338,301,449
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/04,April,2014,695,980,558
SAN,"San Diego, CA: San Diego International",2014/04,April,2014,396,626,254
SEA,"Seattle, WA: Seattle/Tacoma International",2014/04,April,2014,348,438,333
SFO,"San Francisco, CA: San Francisco International",2014/04,April,2014,599,999,1251
SLC,"Salt Lake City, UT: Salt Lake City International",2014/04,April,2014,332,453,218
TPA,"Tampa, FL: Tampa International",2014/04,April,2014,363,401,399
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/05,May,2014,1323,2052,1624
BOS,"Boston, MA: Logan International",2014/05,May,2014,542,654,633
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/05,May,2014,570,874,382
